Historical Gross Domestic Product Per Capita for Baseline Countries/Regions (in 2010 dollars) 1980-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Updated: 12/13/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Note: Information important for using this table: Because of the use of fixed exchange rates, the base year can make a significant difference in the relative ranking of countries.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: Calculated from real GDP and population in the ERS International Macroeconomic Data Sets.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Contact: Lorraine Mitchell (202-694-5234, lmitchel@ers.usda.gov).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Per Capita GDP in 2010 U.S. dollars and Annual Growth Rates (right side of table),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth Rates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,12400.57,12729.11,11952.06,12220.90,12710.40,11999.95,11537.71,9326.48,10304.28,10952.41,11284.68,11695.91,11036.39,11168.58,11275.50,11523.51,11629.65,11978.03,12070.79,10638.82,10094.19,10043.89,9777.97,9756.14,9594.54,9630.54,9158.78,9508.67,9012.27,8850.32,9292.09,9752.84,10063.05,10423.34,10662.95,10863.95,10878.37,10789.31,,2.65,-6.10,2.25,4.01,-5.59,-3.85,-19.17,10.48,6.29,3.03,3.64,-5.64,1.20,0.96,2.20,0.92,3.00,0.77,-11.86,-5.12,-0.50,-2.65,-0.22,-1.66,0.38,-4.90,3.82,-5.22,-1.80,4.99,4.96,3.18,3.58,2.30,1.88,0.13,-0.82,0.85,,,,,,,,,,,,,,,,,,
Kenya,894.65,892.52,871.45,849.74,832.78,837.32,866.04,886.32,910.34,922.72,931.69,914.86,874.68,850.43,851.65,867.05,881.15,864.32,872.12,871.74,856.00,865.25,846.01,846.43,864.19,888.68,918.32,952.57,926.74,929.25,979.36,1011.92,1031.78,1067.02,1099.90,1139.62,1184.19,1220.53,,-0.24,-2.36,-2.49,-2.00,0.55,3.43,2.34,2.71,1.36,0.97,-1.81,-4.39,-2.77,0.14,1.81,1.63,-1.91,0.90,-0.04,-1.81,1.08,-2.22,0.05,2.10,2.83,3.34,3.73,-2.71,0.27,5.39,3.32,1.96,3.42,3.08,3.61,3.91,3.07,3.41,,,,,,,,,,,,,,,,,,
Lesotho,539.31,528.81,537.87,534.14,548.92,548.54,561.58,555.49,592.59,616.00,642.03,675.16,710.16,723.15,754.30,767.28,800.91,824.19,831.10,830.21,858.49,886.28,891.17,931.46,947.94,982.22,1025.32,1076.19,1149.55,1173.91,1242.97,1325.07,1400.47,1422.09,1462.08,1494.50,1526.11,1607.35,,-1.95,1.71,-0.69,2.77,-0.07,2.38,-1.08,6.68,3.95,4.23,5.16,5.18,1.83,4.31,1.72,4.38,2.91,0.84,-0.11,3.41,3.24,0.55,4.52,1.77,3.62,4.39,4.96,6.82,2.12,5.88,6.61,5.69,1.54,2.81,2.22,2.12,5.32,3.80,,,,,,,,,,,,,,,,,,
Madagascar,623.53,547.46,522.52,512.35,506.24,497.38,492.45,483.76,485.59,490.54,490.95,446.32,438.17,434.01,420.75,415.18,411.45,413.94,417.45,424.10,431.60,444.66,377.33,402.54,411.72,418.55,427.27,441.35,459.79,429.29,418.77,413.47,414.68,412.89,415.49,417.45,423.91,430.59,,-12.20,-4.56,-1.95,-1.19,-1.75,-0.99,-1.77,0.38,1.02,0.08,-9.09,-1.83,-0.95,-3.05,-1.32,-0.90,0.61,0.85,1.59,1.77,3.03,-15.14,6.68,2.28,1.66,2.09,3.29,4.18,-6.63,-2.45,-1.27,0.29,-0.43,0.63,0.47,1.55,1.58,1.45,,,,,,,,,,,,,,,,,,
Malawi,401.00,368.01,365.45,367.25,375.04,380.28,365.78,352.28,342.65,329.60,333.33,350.03,313.91,340.00,312.16,368.35,387.10,391.46,396.05,397.46,393.21,363.64,359.59,369.24,377.82,378.34,383.73,407.07,423.79,443.79,458.39,464.52,457.53,465.40,475.76,473.10,469.04,471.89,,-8.22,-0.70,0.49,2.12,1.40,-3.81,-3.69,-2.73,-3.81,1.13,5.01,-10.32,8.31,-8.19,18.00,5.09,1.12,1.17,0.36,-1.07,-7.52,-1.11,2.69,2.32,0.14,1.42,6.08,4.11,4.72,3.29,1.34,-1.51,1.72,2.23,-0.56,-0.86,0.61,0.71,,,,,,,,,,,,,,,,,,
Mauritania,1134.33,1149.11,1098.39,1114.73,1054.95,1062.15,1097.23,1092.25,1085.13,1114.47,1072.46,1064.84,1047.95,1069.49,1006.32,1079.69,1124.46,1058.22,1060.64,1113.00,1079.87,1073.69,1053.70,1088.81,1122.81,1193.35,1383.82,1388.29,1369.53,1322.97,1353.44,1384.04,1430.44,1482.94,1530.42,1517.38,1513.80,1532.91,,1.30,-4.41,1.49,-5.36,0.68,3.30,-0.45,-0.65,2.70,-3.77,-0.71,-1.59,2.06,-5.91,7.29,4.15,-5.89,0.23,4.94,-2.98,-0.57,-1.86,3.33,3.12,6.28,15.96,0.32,-1.35,-3.40,2.30,2.26,3.35,3.67,3.20,-0.85,-0.24,1.26,0.90,,,,,,,,,,,,,,,,,,
Mauritius,2270.41,2366.27,2463.66,2448.11,2538.14,2692.04,2932.21,3168.14,3355.23,3476.89,3698.00,3825.53,4025.53,4176.85,4300.07,4437.26,4634.74,4842.87,5082.38,5159.64,5564.65,5650.93,5714.48,5868.08,6149.57,6172.00,6642.31,6964.51,7280.42,7462.76,7730.19,7986.07,8206.24,8423.35,8680.23,8923.19,9204.46,9496.85,,4.22,4.12,-0.63,3.68,6.06,8.92,8.05,5.91,3.63,6.36,3.45,5.23,3.76,2.95,3.19,4.45,4.49,4.95,1.52,7.85,1.55,1.12,2.69,4.80,0.36,7.62,4.85,4.54,2.50,3.58,3.31,2.76,2.65,3.05,2.80,3.15,3.18,3.30,,,,,,,,,,,,,,,,,,
Mozambique,186.44,191.57,174.87,144.57,132.88,132.10,127.72,148.74,165.00,176.38,176.32,181.90,169.83,178.40,175.96,169.16,208.09,224.78,245.48,258.88,257.50,283.96,302.26,314.98,332.29,353.50,379.94,399.26,417.35,434.09,452.87,473.87,495.73,518.34,543.49,565.34,572.43,579.29,,2.75,-8.72,-17.33,-8.08,-0.59,-3.32,16.46,10.93,6.89,-0.03,3.16,-6.64,5.05,-1.37,-3.86,23.01,8.02,9.21,5.46,-0.53,10.28,6.44,4.21,5.50,6.38,7.48,5.08,4.53,4.01,4.33,4.64,4.61,4.56,4.85,4.02,1.25,1.20,1.14,,,,,,,,,,,,,,,,,,
Namibia,4170.90,4148.43,4042.03,3849.20,3727.77,3640.21,3706.19,3729.46,3610.16,3481.23,3403.60,3581.54,3741.29,3587.15,3556.73,3604.21,3629.48,3693.95,3728.62,3765.60,3789.14,3731.00,3839.98,3948.52,4375.43,4430.40,4685.04,4930.98,4994.82,4941.90,5168.16,5355.30,5537.70,5737.76,5978.13,6216.07,6135.99,5970.34,,-0.54,-2.56,-4.77,-3.15,-2.35,1.81,0.63,-3.20,-3.57,-2.23,5.23,4.46,-4.12,-0.85,1.34,0.70,1.78,0.94,0.99,0.63,-1.53,2.92,2.83,10.81,1.26,5.75,5.25,1.29,-1.06,4.58,3.62,3.41,3.61,4.19,3.98,-1.29,-2.70,-0.67,,,,,,,,,,,,,,,,,,
RepCongo,2469.26,2824.14,3394.33,3494.13,3635.22,3493.11,3163.00,3080.33,3046.58,3037.50,2981.19,2965.50,2956.83,2840.86,2605.56,2635.14,2675.66,2602.89,2640.75,2506.63,2595.22,2595.28,2656.21,2601.40,2592.34,2680.56,2725.46,2572.67,2627.65,2717.48,2833.63,2835.83,2870.96,2915.12,3053.78,3073.53,2927.55,2735.56,,14.37,20.19,2.94,4.04,-3.91,-9.45,-2.61,-1.10,-0.30,-1.85,-0.53,-0.29,-3.92,-8.28,1.14,1.54,-2.72,1.45,-5.08,3.53,0.00,2.35,-2.06,-0.35,3.40,1.67,-5.61,2.14,3.42,4.27,0.08,1.24,1.54,4.76,0.65,-4.75,-6.56,0.42,,,,,,,,,,,,,,,,,,
Rwanda,414.75,423.28,416.91,427.21,396.37,402.23,411.05,396.32,399.02,384.99,364.87,347.36,358.74,315.84,200.60,308.75,289.29,282.16,294.18,303.45,326.37,349.02,387.19,388.81,408.90,438.07,468.27,491.43,532.77,554.17,581.76,611.33,644.90,654.61,684.47,730.25,758.74,784.96,,2.06,-1.51,2.47,-7.22,1.48,2.19,-3.58,0.68,-3.52,-5.23,-4.80,3.28,-11.96,-36.49,53.92,-6.30,-2.46,4.26,3.15,7.55,6.94,10.93,0.42,5.17,7.13,6.89,4.95,8.41,4.02,4.98,5.08,5.49,1.51,4.56,6.69,3.90,3.46,3.29,,,,,,,,,,,,,,,,,,
SaoTomePrincipe,1262.99,1104.87,1118.23,1054.56,971.73,1040.99,960.38,912.92,911.50,919.81,880.21,870.77,860.13,855.80,860.15,862.05,858.80,850.58,854.31,857.44,842.79,849.50,850.31,885.88,899.15,941.26,1004.12,1013.91,1073.04,1075.52,1123.10,1148.34,1160.69,1192.87,1246.90,1270.65,1300.07,1327.04,,-12.52,1.21,-5.69,-7.86,7.13,-7.74,-4.94,-0.16,0.91,-4.30,-1.07,-1.22,-0.50,0.51,0.22,-0.38,-0.96,0.44,0.37,-1.71,0.80,0.09,4.18,1.50,4.68,6.68,0.98,5.83,0.23,4.42,2.25,1.08,2.77,4.53,1.91,2.31,2.07,3.24,,,,,,,,,,,,,,,,,,
Seychelles,6054.24,5493.22,5382.99,5245.66,5428.46,5971.71,5902.89,6106.87,6368.07,6998.39,7404.84,7519.08,7962.86,8362.06,8204.08,8049.69,8358.20,9273.34,9952.44,10013.80,10034.33,9682.28,9684.71,9011.91,8657.85,9334.50,10102.68,11037.85,10689.50,10464.89,10979.62,11732.99,11770.59,12366.04,12809.73,13328.76,13815.96,14283.72,,-9.27,-2.01,-2.55,3.48,10.01,-1.15,3.46,4.28,9.90,5.81,1.54,5.90,5.01,-1.89,-1.88,3.83,10.95,7.32,0.62,0.20,-3.51,0.03,-6.95,-3.93,7.82,8.23,9.26,-3.16,-2.10,4.92,6.86,0.32,5.06,3.59,4.05,3.66,3.39,2.72,,,,,,,,,,,,,,,,,,
Sudan,1048.82,1093.22,1123.83,1109.46,1014.98,916.11,930.06,1023.10,982.07,1030.29,937.97,971.19,996.87,1007.69,997.88,1037.00,1076.85,1167.30,1193.73,1206.67,1258.09,1313.61,1370.64,1447.71,1474.46,1553.83,1676.69,1833.23,1936.23,1956.22,1989.11,1917.39,1890.80,1937.58,1953.93,2014.22,2073.25,2126.36,,4.23,2.80,-1.28,-8.52,-9.74,1.52,10.00,-4.01,4.91,-8.96,3.54,2.64,1.09,-0.97,3.92,3.84,8.40,2.26,1.08,4.26,4.41,4.34,5.62,1.85,5.38,7.91,9.34,5.62,1.03,1.68,-3.61,-1.39,2.47,0.84,3.09,2.93,2.56,2.42,,,,,,,,,,,,,,,,,,
Swaziland,1581.22,1755.73,1725.77,1687.81,1730.24,1733.05,1873.30,2069.15,2103.90,2279.57,2657.61,2584.58,2566.28,2566.52,2611.76,2714.01,2739.61,2748.48,2746.67,2757.52,2740.34,2708.65,2770.00,2823.71,2875.21,2996.77,3124.67,3212.77,3192.04,3198.15,3278.14,3311.76,3426.78,3604.07,3631.58,3605.18,3614.70,3647.50,,11.04,-1.71,-2.20,2.51,0.16,8.09,10.45,1.68,8.35,16.58,-2.75,-0.71,0.01,1.76,3.91,0.94,0.32,-0.07,0.39,-0.62,-1.16,2.27,1.94,1.82,4.23,4.27,2.82,-0.65,0.19,2.50,1.03,3.47,5.17,0.76,-0.73,0.26,0.91,0.43,,,,,,,,,,,,,,,,,,
Tanzania,502.35,485.90,475.24,450.98,453.17,460.80,456.31,464.47,469.14,473.48,493.21,489.64,478.67,468.82,458.50,460.08,471.11,476.44,480.09,488.88,497.46,511.91,532.45,552.18,578.28,607.60,617.75,650.82,667.74,685.27,709.21,743.40,759.60,791.99,823.65,856.69,891.30,928.64,,-3.27,-2.19,-5.11,0.49,1.68,-0.97,1.79,1.00,0.93,4.17,-0.72,-2.24,-2.06,-2.20,0.35,2.40,1.13,0.77,1.83,1.75,2.91,4.01,3.71,4.73,5.07,1.67,5.35,2.60,2.63,3.49,4.82,2.18,4.26,4.00,4.01,4.04,4.19,3.14,,,,,,,,,,,,,,,,,,
Uganda,279.78,284.05,298.38,306.84,296.42,277.77,269.86,270.32,281.53,288.42,296.64,302.57,302.15,315.42,323.55,350.73,372.00,379.40,385.99,403.37,402.88,410.83,432.90,446.13,461.00,474.36,508.62,534.13,563.22,583.35,596.95,631.89,635.07,636.69,647.58,659.46,668.24,672.78,,1.53,5.04,2.84,-3.40,-6.29,-2.85,0.17,4.15,2.45,2.85,2.00,-0.14,4.39,2.58,8.40,6.06,1.99,1.74,4.50,-0.12,1.97,5.37,3.05,3.33,2.90,7.22,5.02,5.45,3.57,2.33,5.85,0.50,0.26,1.71,1.83,1.33,0.68,2.57,,,,,,,,,,,,,,,,,,
Zambia,1365.01,1405.77,1319.78,1247.37,1202.61,1185.41,1154.81,1146.95,1183.52,1139.44,1103.13,1072.49,1025.43,1066.27,949.14,952.05,985.70,994.97,963.86,981.21,989.71,1011.85,1030.03,1074.94,1122.69,1173.84,1233.44,1300.56,1363.37,1449.10,1553.75,1593.45,1665.77,1700.24,1729.46,1729.42,1742.98,1761.65,,2.99,-6.12,-5.49,-3.59,-1.43,-2.58,-0.68,3.19,-3.72,-3.19,-2.78,-4.39,3.98,-10.99,0.31,3.53,0.94,-3.13,1.80,0.87,2.24,1.80,4.36,4.44,4.56,5.08,5.44,4.83,6.29,7.22,2.56,4.54,2.07,1.72,0.00,0.78,1.07,1.42,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World,6322.432129,6324.328613,6256.806641,6309.009277,6481.978027,6600.994629,6705.132324,6823.50293,7012.159668,7144.824707,7214.248047,7192.314941,7201.178711,7226.625488,7338.566895,7452.644531,7598.268066,7773.398438,7866.599121,8019.602539,8267.191406,8321.254883,8399.142578,8539.322266,8810.24707,9038.305664,9313.306641,9590.824219,9649.279297,9371.060547,9663.28418,9856.561523,9989.527344,10136.6709,10313.68066,10490.19434,10629.69531,10844.9248,,0.03,-1.07,0.83,2.74,1.84,1.58,1.77,2.76,1.89,0.97,-0.30,0.12,0.35,1.55,1.55,1.95,2.30,1.20,1.94,3.09,0.65,0.94,1.67,3.17,2.59,3.04,2.98,0.61,-2.88,3.12,2.00,1.35,1.47,1.75,1.71,1.33,2.02,2.10,,,,,,,,,,,,,,,,,,
DevelopedCountries,24152.02,24421.54,24346.30,24941.67,25954.07,26781.47,27455.96,28226.57,29372.45,30270.88,30855.60,30933.18,31244.46,31340.23,32095.57,32787.45,33534.56,34436.14,35248.13,36184.07,37363.39,37705.94,38044.97,38571.75,39527.14,40331.16,41231.84,41981.93,41787.48,40073.25,40923.77,41364.50,41633.26,41967.98,42612.09,43429.07,43971.95,44803.39,,1.12,-0.31,2.45,4.06,3.19,2.52,2.81,4.06,3.06,1.93,0.25,1.01,0.31,2.41,2.16,2.28,2.69,2.36,2.66,3.26,0.92,0.90,1.38,2.48,2.03,2.23,1.82,-0.46,-4.10,2.12,1.08,0.65,0.80,1.53,1.92,1.25,1.89,1.95,,,,,,,,,,,,,,,,,,
DevelopedCountrieslessUSA,22508.96,22703.03,22891.80,23315.96,24008.91,24748.67,25356.00,26089.49,27238.17,28108.27,28820.36,29102.30,29215.88,29128.27,29755.81,30472.96,31097.56,31820.82,32399.20,33088.04,34195.60,34665.40,34973.89,35349.39,36134.01,36777.18,37689.07,38570.61,38538.31,36838.14,37691.86,38130.11,38183.21,38439.91,38950.73,39636.73,40230.09,41053.14,,0.86,0.83,1.85,2.97,3.08,2.45,2.89,4.40,3.19,2.53,0.98,0.39,-0.30,2.15,2.41,2.05,2.33,1.82,2.13,3.35,1.37,0.89,1.07,2.22,1.78,2.48,2.34,-0.08,-4.41,2.32,1.16,0.14,0.67,1.33,1.76,1.50,2.05,1.74,,,,,,,,,,,,,,,,,,
DevelopingCountries,1729.03,1716.71,1693.77,1671.70,1708.17,1734.36,1773.40,1814.79,1852.98,1878.38,1922.03,1967.71,2033.43,2139.96,2220.07,2290.69,2384.95,2471.22,2485.14,2527.77,2629.51,2662.88,2728.33,2829.28,3006.82,3163.43,3353.70,3571.36,3707.12,3759.63,3995.38,4182.55,4333.85,4494.73,4641.55,4771.53,4894.28,5052.75,,-0.71,-1.34,-1.30,2.18,1.53,2.25,2.33,2.10,1.37,2.32,2.38,3.34,5.24,3.74,3.18,4.11,3.62,0.56,1.72,4.02,1.27,2.46,3.70,6.28,5.21,6.01,6.49,3.80,1.42,6.27,4.68,3.62,3.71,3.27,2.80,2.57,3.24,3.27,,,,,,,,,,,,,,,,,,
LowIncomeDevelopingCountries,476.21,475.59,465.91,458.47,463.10,452.93,458.22,454.79,450.57,435.92,422.27,410.32,385.91,370.09,359.98,368.31,376.36,379.30,379.43,382.17,379.95,386.42,391.61,398.66,412.54,428.61,439.55,457.60,472.60,484.00,501.32,517.49,535.49,551.35,571.14,585.07,595.05,612.66,,-0.13,-2.04,-1.60,1.01,-2.20,1.17,-0.75,-0.93,-3.25,-3.13,-2.83,-5.95,-4.10,-2.73,2.31,2.19,0.78,0.03,0.72,-0.58,1.70,1.34,1.80,3.48,3.90,2.55,4.11,3.28,2.41,3.58,3.23,3.48,2.96,3.59,2.44,1.71,2.96,2.74,,,,,,,,,,,,,,,,,,
EmergingMarkets,1734.29,1750.71,1779.18,1797.94,1867.69,1923.24,1985.67,2044.67,2118.25,2171.16,2155.94,2161.28,2153.90,2258.06,2328.35,2404.82,2501.48,2600.30,2597.46,2699.31,2842.00,2923.08,3041.48,3180.87,3373.57,3567.60,3814.75,4111.79,4303.64,4381.86,4698.98,4955.56,5165.67,5380.25,5592.22,5768.67,5957.74,6203.84,,0.95,1.63,1.05,3.88,2.97,3.25,2.97,3.60,2.50,-0.70,0.25,-0.34,4.84,3.11,3.28,4.02,3.95,-0.11,3.92,5.29,2.85,4.05,4.58,6.06,5.75,6.93,7.79,4.67,1.82,7.24,5.46,4.24,4.15,3.94,3.16,3.28,4.13,4.22,,,,,,,,,,,,,,,,,,
BRIICs,1355.29,1361.17,1399.90,1418.12,1480.01,1537.23,1601.91,1644.77,1700.84,1735.04,1704.65,1699.66,1665.85,1699.82,1734.88,1802.91,1863.68,1936.09,1940.84,2016.99,2128.36,2216.36,2323.21,2456.71,2627.65,2813.32,3042.61,3333.01,3536.75,3666.46,3959.21,4216.00,4426.23,4650.10,4857.66,5024.05,5208.55,5450.39,,0.43,2.85,1.30,4.36,3.87,4.21,2.68,3.41,2.01,-1.75,-0.29,-1.99,2.04,2.06,3.92,3.37,3.89,0.25,3.92,5.52,4.13,4.82,5.75,6.96,7.07,8.15,9.54,6.11,3.67,7.98,6.49,4.99,5.06,4.46,3.43,3.67,4.64,4.75,,,,,,,,,,,,,,,,,,
FormerCentrallyPlannedEconomies,5874.84,5920.07,6091.46,6299.15,6510.45,6592.04,6752.28,6888.21,7122.49,7224.84,6967.58,6397.73,5758.41,5474.86,5219.61,5259.78,5328.55,5466.16,5483.54,5671.36,6026.36,6289.63,6564.68,6951.58,7417.38,7849.29,8439.61,9067.17,9463.09,8997.43,9264.82,9644.24,9820.83,9990.76,10196.66,10314.93,10510.68,10880.41,,0.77,2.90,3.41,3.35,1.25,2.43,2.01,3.40,1.44,-3.56,-8.18,-9.99,-4.92,-4.66,0.77,1.31,2.58,0.32,3.43,6.26,4.37,4.37,5.89,6.70,5.82,7.52,7.44,4.37,-4.92,2.97,4.10,1.83,1.73,2.06,1.16,1.90,3.52,3.23,,,,,,,,,,,,,,,,,,
